OrderID,CustomerID,OrderDay,CityTier,State,Category,OrderValue,DiscountPct,PaymentMethod,Device,AddressQuality,OrderHour,Items,PriorOrders,PriorReturns,DeliveryStatus
ORD101243,CUST10416,1,Tier 3,Gujarat,Fashion,"1,305",20,Prepaid,Android App,Complete,14,1,0,0,Delivered
ORD100770,CUST11514,106,tier3,Punjab,Beauty,INR 463,31%,Prepaid,Android App,Complete,22,1,0,0,Delivered
ORD101669,CUST12382,327,TIER-3,Bihar,Footwear,"Rs 2,654",25,COD,iOS App,Complete,19,1,0,0,Returned
ORD100167,CUST12538,23,T3,KERALA,Accessories,"Rs.1,663",12,COD,Android App,Vague,4,1,0,0,Returned
ORD104319,CUST11455,213,Tier 3,Delhi,Home & Kitchen,"Rs.4,579",20%,COD,Android App,Vague,14,3,0,0,Returned
ORD101938,CUST10666,34,tier2,Odisha,Fashion,"1,130",14,COD,Mobile Web,Complete,11,1,0,0,Returned
ORD100731,CUST12511,347,tier1,Delhi,Footwear,"Rs 2,446",23%,COD,iOS App,,19,2,3,0,Delivered
ORD106782,CUST10616,90,TIER-3,MADHYA PRADESH,Footwear,"3,122",1,COD,Android App,,18,2,1,0,Delivered
ORD101164,CUST11306,146,tier1,Madhya Pradesh,Electronics,"13,136",33%,Prepaid,Android App,Complete,3,3,0,0,Delivered
ORD105523,CUST10102,208,Tier 1,Jharkhand,Home & Kitchen,"3,955",31%,Prepaid,Mobile Web,Complete,3,1,0,0,Delivered
ORD101105,CUST10449,319,Tier-1,Gujarat,Fashion,"Rs 1,289",32%,COD,Android App,Complete,14,2,4,1,Returned
ORD104764,CUST12472,253,tier2,Andhra Pradesh,Accessories,"1,098",34,Prepaid,Android App,Partial,19,1,1,0,Delivered
ORD106650,CUST12493,227,tier2,Uttar Pradesh,Footwear,"1,815",46%,COD,Android App,Vague,6,1,2,0,Returned
ORD105702,CUST10706,112,Tier 3,West Bengal,Footwear,"Rs 3,413",14,Prepaid,Desktop,Complete,8,1,0,0,Delivered
ORD101330,CUST10951,47,TIER-2,Madhya Pradesh,Electronics,"Rs 7,599",32,COD,Android App,Partial,7,1,0,0,Returned
ORD103255,CUST11017,158,Tier 1,Madhya Pradesh,Fashion,"2,235",26,COD,iOS App,Complete,0,2,1,0,Delivered
ORD101869,CUST12190,345,TIER-1,Telangana,Footwear,"INR 2,973",15%,COD,Android App,Complete,1,1,2,2,Returned
ORD105597,CUST11412,50,tier1,Jharkhand,Footwear,"2,204",15%,Prepaid,iOS App,Complete,21,1,1,0,Delivered
ORD103228,CUST10053,336,Tier-3,Telangana,Footwear,"3,103",13%,Prepaid,Android App,Vague,1,2,2,2,Delivered
ORD101545,CUST12438,239,TIER-2,Andhra Pradesh,Electronics,"7,466",42%,Prepaid,Mobile Web,Complete,20,1,1,0,Delivered
ORD104566,CUST12546,204,TIER-3,Maharashtra,Fashion,"2,739",35%,COD,Android App,Partial,0,3,1,0,Returned
ORD101174,CUST11177,207,Tier 1,Maharashtra,Beauty,"1,497",8,Prepaid,iOS App,Complete,23,1,1,0,Delivered
ORD101029,CUST12461,324,Tier 2,Odisha,Footwear,"Rs.1,650",24,COD,iOS App,Partial,23,3,0,0,Delivered
ORD102748,CUST12302,40,T2,Haryana,Accessories,"1,741",58,Prepaid,iOS App,Complete,1,1,0,0,Delivered
ORD102244,CUST12071,105,tier1,Uttar Pradesh,Fashion,"1,469",26,COD,Android App,,5,1,0,0,Returned
ORD104033,CUST10580,210,TIER-3,Rajasthan,Accessories,"1,204",10,COD,Android App,Vague,21,1,2,1,Delivered
ORD102200,CUST11390,261,TIER-2,haryana,Accessories,315,36%,COD,Desktop,,2,1,2,0,Delivered
ORD106234,CUST10296,217,TIER-3,Karnataka,Beauty,"1,535",9%,COD,Desktop,Vague,15,1,1,0,Delivered
ORD102171,CUST11997,199,Tier 3,Madhya Pradesh,Accessories,"INR 1,202",37,Prepaid,Android App,Partial,23,3,3,3,Delivered
ORD105048,CUST11257,346,TIER-1,Odisha,Electronics,"Rs 11,982",30,COD,Android App,Complete,20,2,3,0,Returned
ORD102807,CUST11416,333,TIER-1,Assam,Electronics,"13,303",21,COD,Android App,Complete,12,1,3,1,Delivered
ORD100619,CUST10287,92,tier2,West Bengal,Fashion,"1,133",25,Prepaid,Android App,Complete,18,2,1,0,Delivered
ORD102191,CUST12198,265,T2,MADHYA PRADESH,Beauty,INR 668,13,COD,Mobile Web,Complete,11,3,2,1,Returned
ORD101306,CUST11023,124,T1,Tamil Nadu,Fashion,"1,473",37%,COD,Desktop,Partial,12,2,2,0,Returned
ORD101519,CUST11137,322,Tier 3,Rajasthan,Fashion,"2,851",43%,COD,Mobile Web,Complete,4,2,1,1,Returned
ORD106653,CUST10013,360,Tier-1,MADHYA PRADESH,Fashion,"1,721",19,COD,Android App,Complete,19,2,1,0,Delivered
ORD105682,CUST11371,321,tier1,Odisha,Footwear,"Rs.2,136",7,COD,iOS App,Vague,20,3,1,0,Delivered
ORD103347,CUST12143,348,tier3,  Telangana ,Health,"2,048",10,COD,Android App,Complete,4,1,2,0,Returned
ORD104891,CUST10566,323,tier1,Assam,Fashion,"2,929",29%,COD,Mobile Web,Partial,18,1,6,1,Delivered
ORD102535,CUST10813,145,T3,ANDHRA PRADESH,Footwear,"3,094",20%,Prepaid,iOS App,Complete,22,1,2,1,Delivered
ORD102146,CUST11012,12,Tier-2,Bihar,Electronics,"INR 2,234",38,COD,Mobile Web,,0,1,0,0,Returned
ORD101181,CUST12108,11,Tier-2,MAHARASHTRA,Footwear,"3,384",19,COD,Android App,Complete,10,1,0,0,Delivered
ORD106952,CUST11339,70,tier3,Rajasthan,Beauty,INR 305,17,Prepaid,iOS App,Vague,23,3,2,0,Delivered
ORD104594,CUST11967,205,TIER-3,TAMIL NADU,Electronics,"7,738",19%,COD,Android App,Complete,8,1,2,1,Delivered
ORD104765,CUST11984,9,tier3,Rajasthan,Accessories,"Rs 1,278",39,COD,Android App,Partial,15,1,0,0,Delivered
ORD102206,CUST10295,36,TIER-2,  Bihar ,Electronics,"4,724",28%,COD,Desktop,Complete,1,1,1,0,Delivered
ORD103190,CUST12345,348,TIER-1,  Rajasthan ,Fashion,"2,083",33%,COD,Desktop,Partial,3,1,1,0,Delivered
ORD103314,CUST11268,274,TIER-1,Kerala,Home & Kitchen,"4,116",0,Prepaid,Mobile Web,Complete,16,2,1,0,Delivered
ORD103711,CUST12519,152,T1,andhra pradesh,Electronics,"1,790",33%,COD,Android App,Vague,22,2,0,0,Returned
ORD101784,CUST10408,336,Tier 3,Assam,Health,794,2,COD,Android App,Partial,11,1,3,2,Delivered
ORD106091,CUST11523,150,tier1,UTTAR PRADESH,Beauty,"1,090",27,Prepaid,iOS App,Vague,17,1,2,0,Delivered
ORD103862,CUST12542,354,T3,Maharashtra,Footwear,"Rs.2,647",10%,Prepaid,Android App,Vague,22,2,1,0,Delivered
ORD106742,CUST12067,359,Tier 2,Karnataka,Footwear,"1,091",3,COD,Mobile Web,Complete,3,3,2,0,Delivered
ORD106688,CUST11105,184,TIER-2,Delhi,Home & Kitchen,"3,388",0%,COD,,Partial,12,2,1,0,Returned
ORD102217,CUST12597,9,tier3,Punjab,Fashion,"1,641",18%,COD,Android App,Complete,4,1,0,0,Delivered
ORD106938,CUST10826,292,tier1,Delhi,Home & Kitchen,"Rs.2,334",35,COD,iOS App,Complete,20,1,1,0,Delivered
ORD102081,CUST12005,230,tier2,Rajasthan,Fashion,918,28%,COD,Mobile Web,Complete,14,3,0,0,Returned
ORD105759,CUST11090,136,Tier-3,Bihar,Electronics,"Rs.10,849",10,Prepaid,Android App,Vague,4,1,0,0,Delivered
ORD104960,CUST12291,306,Tier-3,Madhya Pradesh,Fashion,"2,503",12%,COD,iOS App,Vague,16,2,3,0,Delivered
ORD104111,CUST12568,90,Tier-1,Assam,Fashion,"2,059",60%,COD,Mobile Web,Complete,22,3,2,0,Returned
ORD104221,CUST12220,323,Tier 3,Madhya Pradesh,Fashion,"2,790",13,Prepaid,iOS App,Complete,3,3,2,0,Delivered
ORD106390,CUST11064,320,tier2,Tamil Nadu,Health,Rs.990,29%,COD,Android App,Partial,23,1,3,0,Delivered
ORD105383,CUST11241,316,TIER-1,Uttar Pradesh,Health,"INR 1,354",19%,COD,Android App,Complete,10,2,2,0,Delivered
ORD107163,CUST12115,265,T2,Uttar Pradesh,Fashion,"Rs 1,959",39%,COD,Android App,Vague,17,3,0,0,Returned
ORD103119,CUST10746,33,T1,Karnataka,Footwear,"Rs 1,412",10,COD,Android App,Complete,9,1,1,0,Delivered
ORD106906,CUST12202,276,TIER-1,Gujarat,Accessories,"INR 1,578",46%,COD,Android App,,7,3,2,0,Returned
ORD102822,CUST12411,293,Tier-1,Kerala,Accessories,Rs 923,19,Prepaid,iOS App,Partial,1,1,3,2,Delivered
ORD106658,CUST12066,18,tier3,West Bengal,Fashion,"1,756",34,COD,Android App,Partial,6,3,0,0,Returned
ORD106852,CUST11106,79,Tier-1,West Bengal,Electronics,"10,012",21,Prepaid,Android App,Complete,16,2,0,0,Returned
ORD103861,CUST11199,3,TIER-3,Gujarat,Beauty,813,48,Prepaid,Android App,Partial,3,1,0,0,Delivered
ORD100638,CUST12135,23,TIER-1,Maharashtra,Electronics,"4,002",41%,COD,Android App,Complete,9,3,0,0,Delivered
ORD103309,CUST12562,99,T1,West Bengal,Footwear,"1,230",49%,Prepaid,Android App,Partial,15,3,0,0,Delivered
ORD101369,CUST10015,137,Tier 3,West Bengal,Electronics,"9,469",56%,COD,iOS App,Complete,10,2,0,0,Returned
ORD103048,CUST10831,240,TIER-3,West Bengal,Footwear,"INR 1,292",12,COD,Mobile Web,Complete,7,2,2,0,Delivered
ORD106437,CUST11325,364,TIER-3,Karnataka,Footwear,817,27%,COD,iOS App,Partial,22,1,5,1,Delivered
ORD101867,CUST10380,251,TIER-1,Rajasthan,Fashion,"2,760",24%,Prepaid,Mobile Web,Partial,22,1,4,0,Delivered
ORD101081,CUST11739,184,Tier 2,Jharkhand,Beauty,"1,480",53%,COD,Android App,,23,2,0,0,Returned
ORD102831,CUST10863,221,tier3,BIHAR,Accessories,Rs.451,36,COD,Android App,Complete,14,3,3,0,Returned
ORD106597,CUST11980,29,Tier 3,Haryana,Fashion,"1,465",38%,COD,Android App,Complete,19,3,0,0,Returned
ORD105444,CUST10563,5,Tier-1,WEST BENGAL,Fashion,"INR 1,758",13,COD,Desktop,Partial,4,3,0,0,Delivered
ORD105905,CUST10240,360,tier2,Madhya Pradesh,Accessories,891,42%,Prepaid,Android App,Complete,11,1,4,0,Delivered
ORD104751,CUST11727,247,Tier-3,odisha,Fashion,"Rs.1,399",51,COD,Desktop,Complete,18,1,4,1,Returned
ORD106031,CUST10572,163,Tier 2,Madhya Pradesh,Home & Kitchen,"Rs 2,501",26%,Prepaid,Android App,Complete,8,2,3,0,Delivered
ORD105850,CUST11794,128,T1,bihar,Health,"INR 1,214",12%,Prepaid,Mobile Web,Complete,0,1,3,0,Delivered
ORD105480,CUST11679,326,tier3,Karnataka,Home & Kitchen,"4,731",31%,COD,Desktop,Complete,15,1,0,0,Delivered
ORD101648,CUST11647,22,Tier 3,JHARKHAND,Footwear,"Rs 1,041",5,COD,Android App,Vague,6,2,0,0,Returned
ORD103554,CUST11675,352,Tier 1,punjab,Accessories,INR 997,15,COD,Android App,Complete,13,2,4,0,Delivered
ORD100283,CUST11847,353,TIER-3,Andhra Pradesh,Health,"1,595",14,COD,Mobile Web,Vague,2,2,1,0,Returned
ORD105369,CUST12468,100,tier1,Andhra Pradesh,Health,716,17,Prepaid,Mobile Web,Complete,23,2,0,0,Delivered
ORD107112,CUST11032,79,tier1,Assam,Home & Kitchen,"2,130",26%,COD,Mobile Web,Complete,5,1,2,0,Returned
ORD103538,CUST11632,213,T1,Assam,Health,"1,301",28,Prepaid,iOS App,Partial,8,2,4,0,Delivered
ORD104968,CUST10924,281,TIER-3,Telangana,Accessories,845,41,COD,Desktop,Partial,2,3,2,1,Returned
ORD103233,CUST11748,34,Tier-2,Andhra Pradesh,Accessories,"1,137",25%,COD,iOS App,Complete,2,1,0,0,Delivered
ORD101829,CUST11908,332,Tier-2,Maharashtra,Footwear,"INR 2,029",27%,Prepaid,Android App,Complete,15,2,3,0,Delivered
ORD101452,CUST12222,217,T3,delhi,Fashion,"Rs.2,953",22,Prepaid,Android App,Vague,16,1,1,1,Delivered
ORD103907,CUST11398,255,Tier-1,  Gujarat ,Home & Kitchen,"4,512",11,COD,iOS App,Vague,2,1,0,0,Delivered
ORD102268,CUST10439,166,Tier 2,Andhra Pradesh,Home & Kitchen,"2,386",19,Prepaid,Android App,Complete,9,2,1,0,Delivered
ORD103441,CUST11268,323,TIER-1,Kerala,Health,"Rs 1,436",11%,COD,Desktop,Vague,3,1,4,0,Delivered
ORD103125,CUST10500,99,tier3,Punjab,Beauty,Rs.388,27,Prepaid,Mobile Web,Vague,3,3,0,0,Delivered
ORD105202,CUST11434,332,TIER-3,Maharashtra,Fashion,"2,358",17,COD,Desktop,Complete,0,3,0,0,Delivered
ORD102540,CUST10562,185,Tier-2,Madhya Pradesh,Footwear,"3,172",32,COD,Desktop,Partial,22,2,4,3,Delivered
ORD103474,CUST10992,232,T2,Gujarat,Accessories,480,37,COD,Android App,Complete,8,1,0,0,Delivered
ORD100896,CUST12036,83,Tier 1,Maharashtra,Health,Rs 708,33%,Prepaid,Android App,Complete,20,3,0,0,Delivered
ORD103789,CUST10525,189,Tier 2,Odisha,Health,"Rs 2,189",11%,COD,Mobile Web,Partial,13,3,4,0,Delivered
ORD100722,CUST10266,142,T3,Odisha,Fashion,"1,419",40,COD,Android App,Complete,22,3,0,0,Returned
ORD104713,CUST10364,350,T3,Maharashtra,Beauty,INR 352,10,COD,,,14,3,4,2,Delivered
ORD105363,CUST10437,2,Tier-2,Odisha,Fashion,"2,578",40,COD,Mobile Web,Partial,0,1,0,0,Returned
ORD106454,CUST12573,164,tier1,Kerala,Accessories,INR 816,23,Prepaid,Android App,Partial,5,2,2,1,Delivered
ORD102064,CUST10574,226,T2,Telangana,Fashion,"2,473",38,COD,Android App,,17,2,1,0,Delivered
ORD101969,CUST11907,168,Tier-2,Delhi,Health,"Rs 1,584",41%,Prepaid,Mobile Web,,10,2,0,0,Delivered
ORD106408,CUST11895,235,T3,Telangana,Beauty,"1,591",30,COD,Android App,Complete,15,1,0,0,Returned
ORD106259,CUST10890,285,tier3,Bihar,Electronics,"3,147",0,COD,Android App,Complete,21,3,3,1,Delivered
ORD105390,CUST12564,91,Tier-2,Kerala,Accessories,"1,284",29,COD,Android App,Complete,0,3,1,0,Delivered
ORD107117,CUST12026,16,TIER-2,Karnataka,Beauty,802,37,COD,Desktop,Vague,16,1,0,0,Delivered
ORD103939,CUST11089,329,Tier 1,Madhya Pradesh,Home & Kitchen,"1,118",24%,COD,iOS App,Partial,9,1,2,2,Returned
ORD102049,CUST10137,341,Tier-3,UTTAR PRADESH,Home & Kitchen,"4,444",32%,COD,iOS App,Vague,16,1,0,0,Delivered
ORD101860,CUST11819,9,Tier-2,ASSAM,Fashion,748,7%,COD,Android App,Partial,4,3,0,0,Returned
ORD102444,CUST12521,61,tier3,Karnataka,Fashion,"1,828",56%,COD,iOS App,Complete,21,3,0,0,Delivered
ORD101585,CUST12427,68,Tier-2,Odisha,Beauty,"1,467",31,COD,,Complete,14,2,0,0,Delivered
ORD105815,CUST11071,104,Tier 1,  Tamil Nadu ,Footwear,"1,870",23,COD,iOS App,Complete,23,1,4,0,Delivered
ORD104337,CUST11590,111,Tier-2,Telangana,Fashion,"1,210",46%,COD,Android App,Complete,0,2,1,0,Returned
ORD102488,CUST12377,34,T1,ASSAM,Beauty,Rs.662,38,Prepaid,Android App,Partial,13,1,1,0,Delivered
ORD102092,CUST10503,9,T2,Andhra Pradesh,Footwear,Rs.705,10,Prepaid,Android App,Partial,0,1,0,0,Delivered
ORD100028,CUST11638,150,T2,PUNJAB,Health,"INR 1,812",36,Prepaid,Android App,Partial,9,1,0,0,Delivered
ORD105004,CUST11386,212,Tier 2,Telangana,Electronics,"4,210",24,COD,Android App,Partial,9,1,2,0,Delivered
ORD105331,CUST10758,211,Tier-1,rajasthan,Home & Kitchen,"1,416",17%,COD,Android App,,3,1,0,0,Delivered
ORD105392,CUST10129,329,TIER-2,Madhya Pradesh,Electronics,"INR 13,010",15,COD,Desktop,Partial,2,2,3,0,Delivered
ORD102264,CUST12052,118,Tier-3,  Uttar Pradesh ,Electronics,"INR 6,486",18,COD,Mobile Web,Partial,0,1,0,0,Returned
ORD101495,CUST10619,52,T3,Haryana,Home & Kitchen,"1,057",12,COD,Android App,Partial,10,3,1,1,Returned
ORD104209,CUST11151,102,TIER-3,Delhi,Electronics,"10,724",33%,COD,iOS App,Complete,13,1,0,0,Returned
ORD101786,CUST10867,67,tier3,Tamil Nadu,Health,"Rs.2,172",23,COD,Mobile Web,Complete,0,3,0,0,Delivered
ORD104988,CUST12373,40,tier3,Andhra Pradesh,Electronics,"Rs.1,875",15%,COD,Android App,Complete,11,1,0,0,Returned
ORD102230,CUST10292,349,tier1,Delhi,Footwear,"1,155",19%,COD,Android App,Complete,21,1,4,0,Delivered
ORD104012,CUST11672,299,T1,Uttar Pradesh,Footwear,"1,357",42,Prepaid,Mobile Web,Complete,1,2,6,0,Delivered
ORD103444,CUST11156,178,Tier 1,Gujarat,Beauty,"Rs.1,301",0,Prepaid,Android App,Partial,4,1,2,0,Delivered
ORD100495,CUST11974,293,Tier-2,Maharashtra,Health,458,23,Prepaid,iOS App,Complete,12,1,1,1,Delivered
ORD104257,CUST10670,363,tier2,Andhra Pradesh,Accessories,742,29%,COD,Desktop,Complete,12,1,2,1,Delivered
ORD102547,CUST11072,115,tier3,Karnataka,Home & Kitchen,"1,277",8,COD,Android App,Vague,12,2,0,0,Delivered
ORD105356,CUST10818,127,Tier 2,Madhya Pradesh,Health,943,24%,Prepaid,iOS App,Complete,2,2,0,0,Delivered
ORD103539,CUST10676,286,tier1,Uttar Pradesh,Health,"1,522",34%,COD,iOS App,Partial,3,2,5,0,Returned
ORD106419,CUST10702,179,Tier 2,andhra pradesh,Footwear,"1,820",14,COD,Android App,Complete,17,3,4,3,Returned
ORD104935,CUST11081,146,tier2,Jharkhand,Footwear,"1,701",27,COD,,Complete,0,2,0,0,Delivered
ORD102888,CUST11047,182,TIER-2,Andhra Pradesh,Home & Kitchen,"3,758",10%,COD,iOS App,,20,2,0,0,Returned
ORD100014,CUST12314,358,T2,Uttar Pradesh,Fashion,"1,314",1%,Prepaid,Desktop,Complete,15,1,2,2,Returned
ORD102008,CUST10865,74,tier1,Odisha,Fashion,"1,060",13%,Prepaid,Android App,Partial,23,2,0,0,Delivered
ORD101835,CUST10600,266,Tier 2,Karnataka,Electronics,"5,115",32,COD,Android App,Complete,11,3,1,0,Delivered
ORD105957,CUST10650,7,tier1,ODISHA,Fashion,967,3,COD,Android App,Complete,20,1,2,0,Delivered
ORD101355,CUST10289,347,Tier 1,odisha,Fashion,"Rs.1,817",13,COD,Desktop,Complete,9,1,1,0,Delivered
ORD102218,CUST10039,13,tier1,Rajasthan,Footwear,"INR 1,697",18,COD,Android App,Complete,15,1,1,0,Delivered
ORD104900,CUST11306,205,Tier-1,  Madhya Pradesh ,Home & Kitchen,"2,971",30,Prepaid,Android App,Complete,13,2,1,0,Delivered
ORD105922,CUST10011,110,T3,assam,Footwear,"Rs 3,487",30,COD,Android App,Partial,23,1,1,0,Delivered
ORD105065,CUST11063,75,tier2,Rajasthan,Fashion,865,13%,Prepaid,Android App,Partial,18,1,1,0,Delivered
ORD100255,CUST10367,291,T2,West Bengal,Fashion,957,30%,Prepaid,Android App,Complete,10,1,2,1,Delivered
ORD102774,CUST10901,213,tier1,Assam,Home & Kitchen,"1,517",22%,Prepaid,Android App,Complete,8,3,1,1,Delivered
ORD107011,CUST10247,116,Tier-2,Andhra Pradesh,Electronics,"INR 10,804",21,COD,,Complete,15,1,1,0,Delivered
ORD105159,CUST10140,244,Tier-1,Karnataka,Fashion,"1,897",26,COD,Android App,Complete,12,3,2,0,Delivered
ORD106404,CUST11383,74,Tier-1,Madhya Pradesh,Electronics,"3,734",20,Prepaid,,Complete,19,1,0,0,Delivered
ORD101560,CUST12401,361,TIER-1,Odisha,Accessories,518,35,Prepaid,Mobile Web,Partial,18,2,3,0,Delivered
ORD107018,CUST11617,192,Tier-3,Delhi,Fashion,"1,479",42%,Prepaid,iOS App,Vague,7,1,0,0,Delivered
ORD106988,CUST12035,144,tier1,Punjab,Fashion,"1,707",9,Prepaid,Desktop,Partial,1,1,1,0,Delivered
ORD103903,CUST11083,161,TIER-2,UTTAR PRADESH,Electronics,"10,734",44%,COD,iOS App,Complete,23,1,0,0,Returned
ORD102420,CUST11458,360,Tier 2,West Bengal,Accessories,"1,158",24,COD,iOS App,Partial,4,2,3,0,Delivered
ORD101949,CUST11964,179,TIER-1,Andhra Pradesh,Fashion,"1,304",39%,COD,Android App,Complete,18,1,0,0,Delivered
ORD101118,CUST10188,222,TIER-1,ODISHA,Electronics,"9,943",42%,COD,Mobile Web,Partial,19,3,0,0,Delivered
ORD101977,CUST12531,325,Tier 3,Punjab,Health,INR 867,0,COD,Android App,Vague,3,1,2,0,Delivered
ORD101683,CUST11709,328,T2,Bihar,Accessories,INR 913,35%,COD,Android App,Partial,14,1,2,2,Delivered
ORD102137,CUST11361,101,Tier 1,Maharashtra,Beauty,"1,127",26,Prepaid,iOS App,Complete,22,3,0,0,Delivered
ORD105548,CUST11509,149,tier3,Telangana,Electronics,"9,306",0,COD,Mobile Web,Complete,1,3,2,2,Returned
ORD104414,CUST11197,121,Tier 2,Assam,Accessories,"1,557",0,COD,Android App,Complete,18,2,2,0,Delivered
ORD106247,CUST10148,185,Tier-1,Haryana,Accessories,Rs 848,5,Prepaid,Desktop,Complete,3,1,1,1,Delivered
ORD104541,CUST11004,311,T1,telangana,Accessories,Rs 659,37%,COD,Android App,Complete,23,1,4,0,Delivered
ORD102202,CUST11698,261,Tier-2,odisha,Accessories,504,17,Prepaid,iOS App,Partial,2,1,4,0,Delivered
ORD103357,CUST11001,165,tier1,Kerala,Electronics,"9,800",39,COD,Desktop,Complete,18,2,2,0,Delivered
ORD100375,CUST10835,47,Tier 2,Delhi,Electronics,"INR 2,750",17%,Prepaid,,Complete,22,2,0,0,Delivered
ORD103900,CUST11740,162,Tier-2,GUJARAT,Fashion,"2,204",29%,Prepaid,Mobile Web,Complete,2,3,0,0,Delivered
ORD103754,CUST11591,21,Tier-2,Punjab,Fashion,"Rs 2,377",13%,COD,Android App,Partial,7,1,0,0,Returned
ORD100238,CUST10571,206,TIER-3,Madhya Pradesh,Beauty,Rs 387,17,COD,Desktop,Partial,15,1,4,2,Returned
ORD101956,CUST10643,353,TIER-2,Haryana,Accessories,INR 922,49%,Prepaid,Android App,Partial,2,2,4,2,Delivered
ORD106090,CUST11386,57,Tier-2,Telangana,Fashion,"Rs.1,643",10,COD,iOS App,Complete,23,1,0,0,Delivered
ORD101279,CUST11013,32,TIER-2,Telangana,Home & Kitchen,Rs 522,35,Prepaid,Android App,Complete,7,1,0,0,Delivered
ORD101570,CUST11357,352,Tier-1,BIHAR,Electronics,"Rs 2,872",26,Prepaid,Mobile Web,Vague,2,1,3,1,Delivered
ORD100276,CUST10965,103,Tier 2,Tamil Nadu,Health,"1,042",42,Prepaid,Android App,Complete,4,1,0,0,Delivered
ORD101729,CUST11562,122,T1,Jharkhand,Beauty,"1,211",25,Prepaid,Mobile Web,Complete,6,3,1,0,Delivered
ORD103995,CUST12160,345,Tier-2,Karnataka,Footwear,INR 885,5,Prepaid,iOS App,Complete,10,1,3,0,Delivered
ORD100891,CUST11638,250,T2,Punjab,Fashion,"2,929",35%,Prepaid,Mobile Web,Partial,21,2,1,0,Delivered
ORD101989,CUST10942,173,TIER-2,haryana,Fashion,"Rs 2,722",21,COD,Android App,Complete,18,1,0,0,Returned
ORD101321,CUST11149,262,Tier 2,Assam,Beauty,INR 774,9%,Prepaid,Android App,Partial,16,2,1,0,Delivered
ORD107148,CUST12407,92,Tier-2,West Bengal,Footwear,"2,514",32%,COD,Android App,Partial,2,3,0,0,Returned
ORD105786,CUST12075,176,Tier-2,Haryana,Footwear,"INR 2,614",35,Prepaid,iOS App,Vague,6,1,2,0,Delivered
ORD103917,CUST11618,78,tier1,Odisha,Home & Kitchen,"Rs 3,107",26%,COD,iOS App,Complete,7,2,1,0,Delivered
ORD102336,CUST10323,96,tier3,telangana,Health,"1,114",19%,Prepaid,Android App,Partial,20,1,1,0,Delivered
ORD106474,CUST11629,64,T1,jharkhand,Fashion,"1,624",12%,COD,Android App,,13,1,0,0,Delivered
ORD106540,CUST12105,222,TIER-1,KERALA,Electronics,"12,199",51%,Prepaid,iOS App,Complete,3,3,2,0,Delivered
ORD101381,CUST12060,7,TIER-1,Kerala,Footwear,"Rs 1,976",52%,Prepaid,Android App,Complete,10,1,0,0,Delivered
ORD106786,CUST10356,332,Tier-1,Jharkhand,Home & Kitchen,"Rs 2,413",13,COD,Android App,Complete,22,1,7,2,Delivered
ORD104779,CUST11389,277,Tier 3,Telangana,Electronics,"Rs 1,199",27%,Prepaid,Android App,Partial,14,1,0,0,Returned
ORD101254,CUST12301,157,Tier-1,Gujarat,Electronics,"Rs 5,586",23%,COD,Android App,Complete,23,1,0,0,Delivered
ORD100982,CUST10922,212,tier2,kerala,Fashion,"2,108",28%,COD,Android App,Complete,14,1,2,1,Delivered
ORD103227,CUST10393,211,Tier 1,KARNATAKA,Health,"2,061",31%,Prepaid,,Partial,4,2,2,0,Delivered
ORD104133,CUST10928,230,Tier 1,Haryana,Footwear,724,26%,COD,Android App,Vague,4,1,2,0,Delivered
ORD100517,CUST11326,29,T1,Maharashtra,Home & Kitchen,"Rs 2,897",11%,Prepaid,Desktop,Partial,19,1,0,0,Delivered
ORD104814,CUST10692,261,TIER-2,ODISHA,Fashion,"INR 1,567",3,COD,Android App,Partial,13,1,1,0,Delivered
ORD101175,CUST11689,328,TIER-1,jharkhand,Electronics,"Rs 1,472",29,COD,Android App,Complete,18,1,4,0,Delivered
ORD102014,CUST10597,183,Tier-1,Tamil Nadu,Footwear,881,21%,Prepaid,iOS App,Partial,21,2,1,0,Delivered
ORD100883,CUST11983,291,Tier-3,Telangana,Fashion,763,48,COD,Android App,Partial,3,1,3,1,Returned
ORD104550,CUST12091,239,T2,jharkhand,Fashion,"INR 2,105",23,Prepaid,Android App,Complete,21,1,1,0,Delivered
ORD104688,CUST12534,96,Tier 3,Telangana,Accessories,"1,508",0%,COD,Desktop,Vague,4,2,1,1,Returned
ORD104558,CUST12013,101,TIER-2,Madhya Pradesh,Home & Kitchen,"4,708",35,COD,Android App,Complete,21,1,0,0,Delivered
ORD104723,CUST10120,59,tier3,Gujarat,Fashion,"INR 2,514",28,COD,iOS App,Partial,3,1,3,1,Returned
ORD103647,CUST12125,245,tier2,haryana,Accessories,"1,443",60,COD,Android App,Partial,4,2,3,0,Delivered
ORD101845,CUST10661,231,T1,Haryana,Health,Rs 527,26,COD,Android App,Complete,15,1,2,1,Delivered
ORD103710,CUST10461,333,T3,west bengal,Electronics,"6,102",35%,COD,Android App,Vague,21,2,2,2,Returned
ORD103218,CUST10093,51,Tier 2,  Uttar Pradesh ,Accessories,"1,074",0%,COD,Android App,Partial,9,1,0,0,Delivered
ORD100860,CUST11552,118,tier2,West Bengal,Accessories,"Rs.1,085",55,COD,Android App,Partial,5,2,0,0,Returned
ORD106951,CUST11819,205,T2,Assam,Home & Kitchen,"2,320",42,COD,Desktop,Complete,16,2,4,1,Returned
